Costo de marketing,Costo de produccion,Multiplex cubiertos,Ganancias,Duracion pelicula,Rating actor principal,Rating actriz principal,Rating director,Rating del productor,Ratig criticos,Visualizaciones trailer,Disponibilidad en 3D,Tiempo realizacion,Hashtags Twitter,Genero,Promedio edad actores,Numero multiplex,Coleccion
24.5938,76.18,0.511,35140.93,126,7.685,7.88,7.765,7.955,7.28,444948,SI,133.76,223.904,Terror,52,511,48800
25.0398,76.18,0.511,32124.565,146.2,7.68,7.875,7.7,8.04,8.28,378970,SI,159,203.6,Comedia,38,519,45000
22.7174,76.18,0.511,33685.52,132.6,7.85,8.005,7.725,7.94,7.28,418851,SI,137.76,283.904,Comedia,31,447,48800
28.7142,76.18,0.511,29685.92,173.5,8.025,8.07,7.93,8.225,7.28,367698,NO,158,263.2,Comedia,60,562,40000
23.4892,76.18,0.511,33107.8,165.6,8.045,8.185,8.02,8,8.28,402133,SI,160.68,243.472,Comedia,36,446,43400
27.5156,76.18,0.511,30019.22,162.1,8.005,8.295,8.1,8.27,7.28,347413,NO,119.72,283.088,Terror,39,489,38600
24.3438,76.18,0.511,32257.885,127.3,8.17,8.21,8.1,8.215,8.28,414813,SI,136.96,263.584,Terror,20,527,44800
22.8104,76.18,0.511,35413.125,105.8,7.945,8.04,7.91,8.215,7.28,504226,SI,151.24,204.496,Comedia,3,441,56200
25.791,76.18,0.511,30063.66,83.3,8.16,8.26,8.165,8.235,8.28,298989,SI,113.48,223.792,Comedia,21,562,47400
23.9604,76.18,0.511,34341.01,115.9,7.925,8.095,8.02,8.065,7.28,456943,SI,,244,Drama,30,480,50000
20.912,82.78,0.45,32707.84,129.5,8.28,8.515,8.285,8.695,8.72,429010,SI,109.32,243.728,Accion,22,617,46600
21.4026,82.78,0.45,36896.31,158.6,8.24,8.405,8.155,8.36,7.72,461695,NO,185.48,284.592,Comedia,23,487,57400
22.2138,82.78,0.45,33057.805,167.3,8.54,8.56,8.46,8.66,7.72,411880,SI,174.6,283.44,Comedia,49,481,43000
22.285,82.78,0.45,35402.015,165.9,8.175,8.375,8.315,8.405,8.72,451935,SI,123.2,263.68,Comedia,21,561,46000
27.1618,67.4,0.493,38612.805,162,8.485,8.64,8.485,8.67,8.52,480270,NO,174.68,224.272,Terror,23,536,53400
28.1542,67.4,0.493,34241.02,164.8,8.345,8.48,8.42,8.66,8.52,369907,SI,114.68,283.472,Comedia,37,574,43400
32.4712,67.4,0.493,38212.845,151.2,8.295,8.395,8.31,8.455,7.52,470809,SI,189,244.4,Accion,50,469,55000
32.294,67.4,0.493,36762.99,154.3,8.25,8.4,8.23,8.58,7.52,489836,SI,194.04,244.816,Terror,39,491,60200
26.3066,67.4,0.496,45917.63,151.8,8.52,8.635,8.435,8.62,8.52,549160,SI,135.92,247.168,Drama,47,570,89600
30.5386,67.4,0.496,48467.375,156.5,8.435,8.695,8.525,8.56,7.52,521198,SI,150,268,Terror,20,570,100000
27.6428,67.4,0.496,44662.2,160,8.255,8.52,8.345,8.45,7.52,560909,SI,119.04,206.016,Accion,54,532,75200
28.2476,67.4,0.496,39790.465,153.4,8.345,8.44,8.36,8.42,7.52,506523,NO,126.64,205.056,Terror,34,541,63200
25.9638,67.4,0.496,42695.73,90.5,8.225,8.35,8.195,8.475,8.52,547397,SI,202.68,287.472,Drama,43,550,93400
28.8356,67.4,0.496,36396.36,94.9,8.22,8.36,8.29,8.385,8.52,561219,SI,146.6,305.04,Comedia,47,444,63000
30.74,67.4,0.496,33224.455,141.6,8.015,8.31,8.06,8.265,8.52,480986,NO,165.72,203.888,Comedia,59,467,48600
29.2592,67.4,0.496,41173.66,150.4,8.06,8.33,8.065,8.2,7.52,540602,SI,134.68,205.072,Comedia,26,540,63400
31.5058,67.4,0.493,46312.035,146.8,7.97,8.09,8.05,8.21,7.52,545730,SI,132.68,226.672,Terror,28,574,83400
26.6294,67.4,0.493,45812.085,143.9,8.09,8.255,8.13,8.225,7.52,529841,SI,181.32,227.728,Comedia,23,504,96600
28.9582,67.4,0.493,37362.93,140,8.165,8.31,8.015,8.205,8.52,514773,SI,197.6,264.64,Terror,32,441,58000
26.609,67.4,0.493,33807.73,135,8.045,8.305,8.095,8.255,8.52,471552,SI,183.6,283.84,Comedia,57,525,48000
30.4116,67.4,0.493,36835.205,150,7.77,8.05,7.9,7.985,7.52,502128,SI,188.04,304.016,Accion,36,464,50200
30.2366,67.4,0.493,40873.69,145.1,7.88,8.09,7.835,7.9,7.52,533135,SI,210.6,245.04,Terror,34,562,63000
21.6488,64.86,0.572,36001.955,92,6.87,6.94,6.775,7.035,8.68,523902,SI,147.48,243.792,Accion,48,491,47400
21.8504,64.86,0.572,36696.33,115.7,6.875,6.945,6.795,7.005,7.68,507617,NO,111.32,303.728,Accion,51,413,46600
22.2658,64.86,0.572,38312.835,127.8,6.755,6.935,6.8,6.84,8.68,470107,SI,204.8,224.32,Comedia,24,387,54000
22.1224,64.86,0.572,33857.725,138.6,6.785,6.96,6.685,6.9,7.68,462958,NO,166.04,263.216,Comedia,41,397,40200
22.058,64.86,0.572,35318.69,126.4,6.445,6.595,6.405,6.485,8.68,479264,SI,120.88,203.552,Terror,42,412,44400
22.5514,64.86,0.572,35513.115,81.3,6.47,6.515,6.435,6.505,7.68,537248,SI,147.48,303.792,Terror,26,481,47400
24.1216,66.72,0.569,31069.115,150,5.925,6.19,5.94,6.035,8.18,458708,NO,125.04,242.816,Comedia,42,412,35200
23.8266,66.72,0.569,31135.775,143.7,5.86,6.085,5.86,6.285,8.18,405929,SI,185.4,202.96,Comedia,59,438,37000
26.7966,66.72,0.569,33929.94,108.4,5.815,6.11,5.81,6.155,8.18,465288,SI,141.72,223.888,Comedia,25,489,48600
23.9314,66.72,0.569,34585.43,152.7,5.915,6.005,5.85,6.12,7.18,484343,NO,196.2,243.28,Terror,31,466,41000
23.2878,66.72,0.569,35735.315,122.6,5.975,6.13,6.055,6.185,7.18,504043,SI,167.8,303.92,Terror,43,494,49000
23.8146,66.72,0.569,37318.49,91,5.96,6.2,5.96,6.23,8.18,531248,SI,186.48,224.192,Comedia,39,443,52400
22.806,66.72,0.569,36035.285,86.5,6.25,6.34,6.185,6.43,7.18,522769,SI,123.76,283.904,Terror,38,389,48800
24.2818,66.72,0.569,35763.09,82.4,6.285,6.41,6.295,6.215,7.18,548870,NO,205.92,243.968,Drama,50,469,49600
21.6442,66.72,0.569,38646.135,80.3,5.41,5.575,5.45,5.755,7.18,534094,NO,179.84,244.736,Accion,57,396,59200
27.3788,66.72,0.569,45878.745,81.9,5.485,5.555,5.465,5.68,7.18,518247,NO,217.12,266.848,Terror,53,509,85600
20.9638,62.28,0.608,33929.94,105.5,5.305,5.495,5.345,5.42,7.72,528690,NO,130.76,243.504,Terror,56,370,43800
20.7096,62.28,0.608,32641.18,92.6,5.385,5.445,5.26,5.47,7.72,459998,NO,156.36,303.344,Comedia,31,438,41800
20.3076,62.5,0.606,41406.97,107.7,6.67,6.985,6.665,7.01,8.82,524356,NO,133.6,267.04,Terror,38,422,88000
32.2308,62.94,0.353,48350.72,160.4,8.955,9.235,9.085,9.12,9.4,530690,SI,172,228,Terror,54,552,100000
33.2702,62.94,0.353,40734.815,173.5,8.9,9.13,8.99,9.195,8.4,477252,SI,160.4,305.76,Terror,58,601,72000
33.133,62.94,0.353,38007.31,173.5,8.9,9.09,8.84,9.145,8.4,483741,SI,146.04,224.816,Terror,40,599,60200
30.8022,62.94,0.353,40012.665,155.3,8.94,9.025,8.815,8.995,9.4,483080,SI,,225.408,Drama,21,681,67600
30.6824,62.94,0.353,41773.6,162.9,8.8,9,8.925,9,9.4,526451,SI,133.24,226.896,Accion,24,651,86200
30.4028,62.94,0.353,46650.89,165,8.725,8.98,8.805,8.915,8.4,511151,SI,201.52,307.808,Terror,24,552,97600
36.5052,62.94,0.353,40701.485,168,8.795,8.99,8.895,9.16,8.4,450060,SI,114.4,224.96,Comedia,60,555,62000
31.0014,62.94,0.353,40029.33,165.1,9.02,9.045,8.89,9.185,8.4,503379,SI,170.6,285.84,Terror,36,588,73000
35.2324,62.94,0.353,30885.8,136.3,8.95,9.015,8.97,9.095,8.4,458883,NO,149.12,263.648,Comedia,59,589,45600
35.714,62.94,0.353,38962.77,158.1,8.89,9.07,8.82,8.955,9.4,440617,NO,122.28,204.912,Terror,41,578,61400
31.5668,62.94,0.425,46089.835,140.5,8.7,8.935,8.785,8.74,9.4,495431,SI,160,308,Comedia,42,633,100000
30.81,62.94,0.425,41495.85,126.1,8.415,8.69,8.51,8.645,9.4,558567,NO,181.4,306.96,Drama,43,504,87000
21.813,68.92,0.536,32885.6,135,7.89,8.185,8.015,8.075,8.28,442828,NO,208.28,283.312,Accion,29,524,41400
25.9832,68.92,0.536,32530.08,115.6,7.67,7.895,7.745,7.83,7.28,448615,SI,124.44,303.376,Comedia,27,466,42200
23.2422,68.92,0.536,34663.2,89.8,7.72,7.815,7.655,7.95,7.28,527157,NO,132.08,204.032,Terror,25,434,50400
22.292,68.92,0.536,36318.59,132.2,7.995,8.185,7.94,8.045,7.28,502420,SI,169.76,263.904,Terror,40,440,48800
24.4376,68.92,0.536,42723.505,125.3,7.735,7.95,7.76,7.82,8.28,522502,SI,120.08,205.632,Terror,39,425,70400
21.1288,67.82,0.553,37540.69,106.4,7.9,8.01,7.81,8.12,8.48,510207,NO,212.96,245.184,Terror,30,426,64800
21.9208,67.82,0.553,38073.97,116.3,7.86,7.95,7.73,7.925,8.48,532339,SI,176.8,245.12,Terror,23,385,64000
22.0938,67.82,0.553,40368.185,122.5,7.53,7.66,7.515,7.72,7.48,490028,NO,171.28,225.312,Drama,35,424,66400
21.2254,67.82,0.553,37918.43,101.1,7.43,7.58,7.54,7.725,7.48,516911,NO,125.24,225.296,Terror,21,417,66200
21.5956,67.82,0.553,36007.51,105.6,7.89,7.96,7.8,8.075,8.48,504442,SI,125.64,204.656,Terror,38,478,58200
24.2076,61.66,0.5571,37840.66,105.7,7.825,8.04,7.89,8.045,9.02,504458,NO,192.04,245.616,Drama,26,513,70200
20.7156,61.66,0.5571,43440.1,138,7.51,7.665,7.58,7.855,9.02,538611,NO,142.16,207.264,Comedia,50,420,90800
20.741,61.66,0.5571,38707.24,110.7,7.225,7.54,7.215,7.53,9.02,546620,SI,170.16,285.664,Comedia,48,422,70800
21.2258,61.66,0.5571,42467.975,123.2,7.27,7.53,7.285,7.495,8.02,524593,SI,174.4,247.36,Drama,25,512,92000
20.3002,57.42,0.599,44012.265,98.3,6.925,7.08,7.015,7.21,9.28,564706,SI,174,268,Drama,20,489,100000
20.1812,60.94,0.6,39373.84,94.3,6.28,6.5,6.18,6.425,7.94,489220,SI,156.88,245.152,Accion,30,424,64400
20.2192,59.5,0.611,35846.415,105.4,6.335,6.445,6.26,6.345,7.94,511643,SI,208.8,283.52,Comedia,55,347,44000
20.393,58.52,0.615,34607.65,105,5.395,5.54,5.295,5.595,8.36,449001,SI,166.04,203.216,Comedia,39,333,40200
20.7742,65.64,0.595,34490.995,104.8,6.275,6.4,6.21,6.475,7.68,514434,SI,199.28,283.712,Drama,60,433,46400
20.918,65.64,0.595,35079.825,119.1,6.185,6.48,6.27,6.43,7.68,498744,NO,116.92,243.568,Terror,22,349,44600
20.8594,65.64,0.595,36468.575,96.4,6.335,6.505,6.275,6.25,8.68,459056,NO,181.92,283.968,Comedia,60,411,49600
20.7004,64.9,0.589,38112.855,101.4,7.39,7.59,7.42,7.365,7.16,566644,SI,161.4,224.56,Terror,53,397,57000
21.5772,64.9,0.589,39707.14,101.2,7.44,7.515,7.295,7.515,8.16,542840,SI,162.92,205.968,Comedia,37,475,74600
20.723,64.9,0.589,36829.65,96.9,7.375,7.48,7.315,7.595,8.16,529498,NO,169.16,244.464,Terror,37,390,55800
21.653,82.84,0.563,34035.485,91.9,7.12,7.305,7.165,7.4,7.8,486691,SI,145.56,283.824,Terror,46,485,47800
21.6398,82.84,0.563,33379.995,115.8,7.23,7.265,7.22,7.28,7.8,481269,NO,176.68,223.472,Drama,23,386,43400
22.5864,82.84,0.563,37096.29,104.6,6.9,7.135,6.965,7.08,8.8,534560,SI,139.44,204.576,Terror,44,421,57200
21.0744,82.84,0.563,36379.695,124.5,6.89,7.125,6.865,7.195,7.8,479856,NO,208.84,204.336,Comedia,26,454,54200
22.8206,82.84,0.563,32163.45,131.5,6.72,6.85,6.825,6.965,7.8,405787,SI,152.12,223.248,Comedia,42,521,40600
21.2932,59.48,0.6,35246.475,93.6,6,6.165,5.985,6.195,9.04,517172,NO,189,263.6,Drama,48,369,45000
21.1122,59.48,0.6,39112.755,83.5,6.08,6.095,5.945,6.22,8.04,524749,SI,159.6,224.64,Drama,36,414,58000
20.8834,59.48,0.6,38168.405,120.9,5.955,6.16,6.055,6.175,9.04,503113,SI,181.92,223.968,Terror,29,429,49600
20.7074,67.18,0.567,36607.45,113.9,7.185,7.4,7.25,7.175,8.78,456975,SI,198.8,243.52,Terror,21,372,44000
21.8532,67.18,0.567,36079.725,91.9,7.1,7.4,7.16,7.36,8.78,495797,SI,158.56,224.224,Accion,42,373,52800
22,67.18,0.567,38785.01,91.2,7.095,7.32,7.245,7.355,8.78,546989,NO,165.24,285.296,Comedia,34,511,66200
21.103,59.36,0.528,40195.98,114.6,7.95,8.02,7.955,8.03,7.32,525924,NO,138.44,205.776,Terror,55,524,72200
21.0958,59.36,0.528,36751.88,131.6,8.185,8.475,8.175,8.425,7.32,462490,NO,131.36,304.544,Comedia,22,454,56800
21.5006,59.36,0.528,41218.1,145.4,8.345,8.54,8.36,8.555,7.32,497990,SI,213.36,245.344,Terror,23,506,66800
20.9864,59.36,0.528,38046.195,143.8,8.36,8.555,8.345,8.375,8.32,490857,SI,209.28,244.512,Accion,46,470,56400
29.8596,74.8,0.456,36857.425,156,8.215,8.38,8.295,8.475,7.32,539571,NO,143.12,223.648,Terror,31,581,45600
26.988,74.8,0.456,33174.46,150.2,8.3,8.545,8.36,8.59,8.32,491345,SI,202.12,223.248,Comedia,51,568,40600
72.7096,74.8,0.456,27625.015,111.3,8.685,8.86,8.685,8.735,7.32,447032,NO,146.44,222.576,Terror,27,562,32200
35.8082,74.8,0.456,34007.71,126.3,8.555,8.83,8.615,8.725,7.32,501252,SI,164.84,303.536,Terror,46,558,44200
25.2338,74.8,0.456,33457.765,163.9,8.5,8.665,8.425,8.745,7.32,475124,SI,125.76,263.104,Comedia,26,535,38800
25.3876,74.8,0.456,34807.63,156.3,8.31,8.51,8.295,8.36,8.32,474736,SI,176.64,283.456,Comedia,33,543,43200
27.384,74.8,0.456,36479.685,160.8,8.04,8.345,8.1,8.305,7.32,483058,SI,191.52,263.808,Drama,56,544,47600
25.0712,74.8,0.456,31691.275,151.2,7.99,8.1,7.945,8.075,7.32,482381,NO,134.48,242.592,Terror,58,559,32400
26.3654,74.8,0.456,32852.27,156.7,7.9,8.09,7.96,8.055,7.32,387823,NO,145.12,242.848,Terror,43,520,35600
24.9044,74.8,0.456,32119.01,145.2,7.935,8.03,7.83,8.135,8.32,401740,NO,195.92,243.168,Terror,50,471,39600
28.0404,74.8,0.456,35452.01,140.7,8.1,8.325,8.21,8.3,8.32,478332,NO,111.24,203.696,Comedia,53,515,46200
29.5094,74.8,0.456,33957.715,132.3,7.965,8.07,7.88,8.08,7.32,471282,NO,206.4,243.36,Accion,36,542,42000
23.352,69.76,0.507,35696.43,125.8,7.63,7.84,7.615,7.83,8.08,510893,SI,135.52,263.808,Terror,48,554,47600
23.6318,69.76,0.507,35418.68,127.8,7.575,7.81,7.595,7.94,8.08,484440,SI,155.24,283.696,Drama,40,470,46200
27.0228,69.76,0.507,33557.755,123.4,7.535,7.785,7.565,7.67,8.08,491464,NO,178.16,263.264,Comedia,40,457,40800
25.6784,69.76,0.507,31707.94,147.8,7.545,7.7,7.55,7.765,8.08,446743,SI,131.4,302.96,Comedia,25,501,37000
26.8218,69.76,0.507,35635.325,113.6,7.5,7.75,7.49,7.82,7.08,528887,NO,172,304,Terror,52,474,50000
23.8372,69.76,0.507,35724.205,88.2,7.245,7.45,7.215,7.255,8.08,533713,NO,159.84,303.936,Comedia,45,454,49200
26.0694,69.76,0.507,35063.16,102.4,7.265,7.455,7.145,7.3,7.08,509852,SI,141.2,243.68,Terror,36,485,46000
24.8206,69.76,0.507,33791.065,117.2,7.205,7.31,7.26,7.395,8.08,448684,NO,180.88,303.552,Comedia,27,509,44400
21.3234,61.48,0.54,32596.74,99.3,7.29,7.47,7.265,7.54,8.62,483140,SI,199.72,203.088,Drama,35,395,38600
21.3448,61.48,0.54,35179.815,90.7,7.32,7.46,7.275,7.515,8.62,483051,NO,111.04,283.616,Comedia,53,452,45200
20.9088,61.48,0.54,34129.92,105.7,6.99,7.225,7.05,6.985,7.62,465165,NO,187.92,223.168,Terror,26,431,39600
21.0046,67.12,0.5621,31696.83,101.9,6.665,6.72,6.67,6.665,8.62,450203,NO,134.84,282.736,Drama,21,522,34200
20.6932,67.12,0.5621,33502.205,96.8,6.525,6.71,6.6,6.885,8.62,480695,SI,149.76,283.104,Comedia,22,518,38800
21.0166,65.38,0.485,35085.38,111.6,6.62,6.9,6.735,6.83,7.96,536791,NO,182.88,223.552,Comedia,34,499,44400
20.7476,65.38,0.485,35052.05,112,6.74,6.83,6.655,6.855,6.96,505077,SI,150.28,303.312,Accion,53,555,41400
20.7922,65.38,0.485,33535.535,108,6.87,7.15,6.865,7.145,6.96,477685,SI,178.44,283.376,Comedia,57,506,42200
20.6854,65.38,0.485,32602.295,119.8,7.25,7.545,7.25,7.495,6.96,483878,NO,201.8,303.12,Terror,53,447,39000
20.6082,65.38,0.485,32746.725,133.1,7.07,7.255,7.16,7.285,7.96,452920,SI,165.4,242.96,Terror,21,567,37000
20.6612,65.38,0.485,33657.745,110.8,7.545,7.74,7.465,7.625,7.96,466294,SI,162.24,283.296,Terror,26,535,41200
21.0994,65.38,0.485,33246.675,118.9,7.555,7.68,7.475,7.665,6.96,457316,NO,127.6,223.04,Drama,28,477,38000
21.2302,65.38,0.485,33152.24,132,7.47,7.62,7.515,7.77,7.96,459687,SI,129.48,262.992,Comedia,20,534,37400
20.2602,58.04,0.558,40223.755,122.8,6.34,6.52,6.41,6.655,8.9,516919,SI,125.08,265.232,Comedia,48,525,65400
20.4996,58.78,0.482,36329.7,133.2,6.77,6.895,6.705,7.095,7.82,494604,SI,146.6,222.64,Terror,40,566,33000
20.5086,62.56,0.516,37196.28,129.9,6.985,7.19,7.08,7.28,7.48,480187,SI,179.56,303.824,Accion,52,479,47800
20.6098,62.56,0.516,38185.07,101.6,6.645,6.91,6.665,6.85,8.48,534902,NO,212.48,224.992,Terror,23,464,62400
20.6226,63.78,0.558,33407.77,122,5.88,6.045,5.885,6.165,7.24,494404,SI,143,262.8,Drama,26,507,35000
21.2324,63.78,0.558,32763.39,125.8,5.965,6.075,5.835,6.095,7.24,459385,NO,120.88,262.752,Terror,46,441,34400
20.374,63.3,0.571,36196.38,101.2,5.565,5.855,5.71,5.795,8.42,485496,SI,163.24,243.696,Drama,47,385,46200
20.3002,59.02,0.565,36857.425,103.2,5.69,5.91,5.73,5.985,8.6,507911,SI,125.8,263.92,Comedia,45,490,49000
20.5798,57.5,0.571,38546.145,108,5.56,5.73,5.515,5.605,8.06,495540,SI,112.64,224.256,Comedia,30,393,53200
21.2422,57.5,0.571,36051.95,117.9,5.5,5.685,5.445,5.785,8.06,530639,NO,145.16,303.664,Terror,55,389,45800
21.59,58.38,0.589,36546.345,109.4,4.51,4.785,4.575,4.705,7.34,528366,SI,111.64,203.856,Terror,45,363,48200
21.4488,58.38,0.589,32685.62,92,4.585,4.725,4.515,4.75,8.34,500120,SI,147.44,222.976,Terror,50,397,37200
20.3418,59.04,0.59,37374.04,109.6,3.84,4.035,3.84,4.03,8.6,502830,SI,122.04,244.816,Drama,40,474,60200
20.8602,58.82,0.587,31457.965,95.4,4.62,4.815,4.62,4.775,7.6,484954,NO,175.28,242.912,Comedia,34,470,36400
22.1318,58.82,0.587,32974.48,93,4.59,4.75,4.69,4.8,6.6,503151,NO,186.24,263.296,Terror,53,444,41200
199.6592,91.2,0.23,34507.66,170.9,8.92,9.095,8.785,8.955,6.96,399154,NO,119.12,282.848,Comedia,39,773,35600
96.994,91.2,0.23,35524.225,164.5,8.585,8.775,8.69,8.94,7.96,465805,NO,140.68,263.472,Drama,56,756,43400
124.0354,91.2,0.23,34035.485,156.9,8.52,8.8,8.55,8.685,6.96,473168,NO,127.08,303.632,Accion,42,767,45400
105.2262,91.2,0.23,33952.16,154.8,8.61,8.81,8.72,8.845,6.96,437945,NO,,283.616,Drama,26,743,45200
110.8384,91.2,0.23,35540.89,161.5,8.635,8.79,8.655,8.885,6.96,486963,NO,176,204,Comedia,37,673,50000
96.7368,91.2,0.23,34724.305,164.6,8.71,9.01,8.85,8.84,6.96,456314,SI,177.96,263.184,Terror,56,733,39800
93.5644,91.2,0.23,29785.91,169.7,8.865,9.1,8.895,8.93,6.96,450482,NO,160.32,283.328,Drama,52,700,41600
104.4478,91.2,0.23,32235.665,162.5,9.01,9.15,9.015,9.015,7.96,439085,SI,194.72,302.688,Accion,57,803,33600
89.4856,91.2,0.282,48772.9,156.4,9.015,9.145,9.04,8.99,6.96,493047,NO,160.76,243.504,Terror,26,622,43800
111.1174,91.2,0.282,19781.355,161.4,9.185,9.225,9.16,9.205,6.96,527849,SI,161,244.4,Terror,51,680,55000
93.939,91.2,0.282,27569.465,164.9,8.96,9.225,9.07,9.245,7.96,417956,NO,204.76,283.504,Drama,58,757,43800
290.444,91.2,0.369,21458.965,173.5,9.235,9.305,9.23,9.215,7.96,466467,NO,199.24,223.696,Drama,24,559,46200
117.9644,91.2,0.369,27608.35,173.5,9.265,9.445,9.24,9.385,7.96,549584,NO,194,268,Terror,41,624,100000
133.3996,91.2,0.369,37124.065,170.3,9.225,9.36,9.175,9.53,7.96,513408,SI,134,308,Terror,58,675,100000
150.7752,91.2,0.369,38973.88,171,9.3,9.54,9.4,9.36,6.96,523799,SI,202,248,Comedia,46,593,100000
204.646,91.2,0.369,34529.88,173.5,9.31,9.525,9.32,9.505,7.96,454281,SI,196,268,Comedia,25,609,100000
185.345,91.2,0.332,32635.625,163.1,9.435,9.495,9.375,9.44,6.96,464886,SI,216,248,Comedia,57,645,100000
242.162,91.2,0.332,27252.83,173.5,9.26,9.505,9.36,9.525,7.96,237541,SI,137.52,262.208,Comedia,56,611,27600
389.964,91.2,0.332,22986.59,173.5,9.27,9.48,9.425,9.55,6.96,215432,NO,141.52,262.208,Drama,35,712,27600
412.182,91.2,0.329,40623.715,171.4,9.19,9.345,9.195,9.635,7.96,440970,NO,178,302.4,Comedia,45,625,30000
325.76,91.2,0.329,36935.195,166.8,9.175,9.445,9.315,9.375,7.96,362344,SI,189.56,302.224,Comedia,26,705,27800
216.4698,91.2,0.329,37740.67,172.3,9.215,9.465,9.24,9.365,7.96,349344,SI,121.32,282.128,Comedia,22,691,26600
492.964,91.2,0.329,35440.9,169.7,9.24,9.39,9.235,9.365,6.96,359760,SI,185.24,282.096,Drama,54,632,26200
377.334,91.2,0.329,34568.765,173.5,9.26,9.435,9.26,9.27,7.96,353650,NO,158.08,221.632,Accion,46,581,20400
1799.524,91.2,0.329,38707.24,165.4,9.17,9.43,9.155,9.41,6.96,417588,SI,188.16,281.664,Comedia,21,666,20800
337.488,91.2,0.329,36357.475,172.6,9.11,9.35,9.18,9.325,6.96,382857,NO,172.36,201.744,Accion,60,582,21800
203.7404,91.2,0.3,30752.48,173.5,9.05,9.225,9.14,9.43,7.96,362581,SI,164.52,221.808,Terror,46,607,22600
179.8496,91.2,0.3,30663.6,173.5,9.145,9.335,9.14,9.31,7.96,339764,NO,134.92,301.968,Drama,41,702,24600
421.698,91.2,0.3,24264.24,164.7,9.25,9.33,9.26,9.28,7.96,269764,NO,113.52,281.408,Terror,25,626,17600
356.236,91.2,0.3,29313.735,171.6,9.27,9.385,9.19,9.3,6.96,267965,NO,202.88,261.152,Accion,36,600,14400
507.876,91.2,0.3,25841.86,173.5,9.145,9.32,9.14,9.46,7.96,291349,SI,154.2,301.68,Terror,34,597,21000
471.942,91.2,0.3,27775,163,9.105,9.26,9.115,9.48,7.96,276179,NO,166.96,301.184,Accion,54,617,14800
306.674,91.2,0.3,27108.4,173.5,9.115,9.315,9.175,9.215,6.96,278464,NO,122.08,201.632,Drama,25,711,20400
183.0348,91.2,0.3,29941.45,172.4,9,9.25,9.025,9.265,7.96,369811,NO,120.6,241.84,Accion,51,616,23000
159.243,91.2,0.3,31735.715,170.5,8.9,9.145,8.885,9.22,6.96,416162,SI,194.04,222.416,Terror,20,711,30200
125.861,91.2,0.3,33613.305,156,8.915,9.045,8.76,8.94,7.96,412194,SI,193.28,203.712,Terror,53,619,46400
251.558,91.2,0.3,27974.98,170.5,9.01,9.125,9.035,9.29,6.96,317358,NO,109.88,281.552,Comedia,51,686,19400
192.8952,91.2,0.307,34402.115,166.1,9.055,9.17,8.955,9.235,7.96,437541,NO,181.52,282.208,Terror,55,628,27600
287.196,91.2,0.307,32702.285,168.2,9.005,9.23,8.97,9.23,7.96,420044,NO,135.08,302.032,Comedia,40,654,25400
194.335,91.2,0.307,35946.405,172.3,8.98,9.26,9.085,9.225,7.96,424127,NO,115.24,302.096,Accion,29,712,26200
137.441,91.2,0.307,35579.775,169.5,9.115,9.18,9.1,9.255,6.96,390048,SI,109,222,Terror,24,685,25000
173.4404,91.2,0.307,31924.585,172.4,9.135,9.23,9.125,9.24,6.96,384688,NO,185.4,281.36,Comedia,22,663,17000
787.036,91.2,0.307,30291.415,173.5,9.215,9.37,9.105,9.33,6.96,291101,NO,186,260.8,Drama,26,653,10000
218.331,91.2,0.307,32507.86,151.3,9.15,9.38,9.14,9.33,6.96,270691,NO,134.52,281.008,Terror,42,613,12600
520.922,91.2,0.307,33257.785,173.5,9.135,9.31,9.04,9.335,7.96,308973,SI,184.24,220.896,Drama,30,618,11200
304.724,91.2,0.307,35235.365,173.5,9.12,9.33,9.095,9.305,7.96,374897,SI,146.88,201.152,Comedia,50,703,14400
211.9142,91.2,0.307,35574.22,173.5,9.17,9.32,9.115,9.12,7.96,359036,NO,108.84,281.936,Terror,42,689,24200
516.034,91.2,0.307,29713.695,169.5,9.125,9.31,9.06,9.1,6.96,384237,SI,,301.328,Terror,40,677,16600
850.584,91.2,0.307,30724.705,158.9,9.05,9.22,9.185,9.33,7.96,312011,NO,169.4,221.36,Comedia,56,615,17000
1378.416,91.2,0.307,31569.065,173.5,9.235,9.405,9.28,9.23,6.96,342621,SI,146,280.8,Terror,38,654,10000
434.324,91.2,0.341,22986.59,173.5,9.27,9.495,9.3,9.58,6.96,352670,SI,170.76,281.904,Terror,53,620,23800
259.022,91.2,0.341,31152.44,173.5,9.27,9.46,9.305,9.39,7.96,434373,SI,133.16,264.464,Terror,26,672,55800
168.0778,91.2,0.403,31202.435,171.4,9.235,9.325,9.215,9.315,6.96,316479,NO,128.88,242.752,Terror,25,528,34400
308.766,91.2,0.403,38062.86,173.5,9.24,9.36,9.26,9.21,6.96,399184,SI,153,284.4,Drama,57,566,55000
1042.716,91.2,0.403,31980.135,173.5,9.155,9.34,9.21,9.47,6.96,474055,NO,192,222.4,Terror,52,617,30000
301.014,91.2,0.403,36979.635,173.5,9.22,9.295,9.17,9.26,7.96,353054,NO,192.88,282.752,Comedia,44,552,34400
396.22,91.2,0.403,25708.54,173.5,9.115,9.23,9.11,9.435,7.96,233720,NO,167.16,302.864,Comedia,40,587,35800
593.116,91.2,0.403,28636.025,173.5,9.08,9.315,9.195,9.235,7.96,375488,NO,132.52,282.608,Terror,58,559,32600
